gene,interaction_type,score,drug_name
USP1,NULL,0.042481935,RT3
FEN1,NULL,0.024885152,HYDROXYZINE PAMOATE
MTOR,NULL,0.184886166,CHEMBL:CHEMBL599088
MAPK3,NULL,0.026775967,PD-98059
AHR,NULL,0.218781963,CHEMBL:CHEMBL538965
ALDH1A1,NULL,0.058997383,P-HYDROXYCINNAMALDEHYDE
PDGFRB,NULL,0.028536778,DORAMAPIMOD
BAZ2B,NULL,0.021933029,CHEMBL:CHEMBL235891
ATAD5,NULL,0.008475815,ENTINOSTAT
RGS4,NULL,0.128695273,5-HYDROXYINDOLEACETIC ACID
MAPT,NULL,0.011906501,HYDROXYZINE PAMOATE
NFKB1,NULL,0.221084932,SORBINIL
MAPT,NULL,0.119065014,CHEMBL:CHEMBL546576
GLP1R,NULL,0.159114155,CHEMBL:CHEMBL1308346
VDR,NULL,0.111481255,MECARBAM
DRD1,NULL,0.102554045,TRIFLUPROMAZINE
HSD17B10,NULL,0.063568609,CHEMBL:CHEMBL444236
TRPA1,NULL,1.093909817,PHENETHYLISOTHIOCYANATE
BAZ2B,NULL,0.010966514,CHEMBL:CHEMBL515252
AR,NULL,0.058471794,CHEMBL:CHEMBL561679
L3MBTL1,NULL,0.190936986,GALUTEOLIN
MAPT,NULL,0.004762601,PROTOPORPHYRIN
ALOX12,NULL,0.241970835,"N,N'-DIPHENYL-P-PHENYLENEDIAMINE"
TP53,NULL,0.012878997,(S)-FLUOXETINE
KDM4A,NULL,0.039688338,TOSUFLOXACIN TOSYLATE
PDGFRA,NULL,0.00915725,RG-1530
DRD1,NULL,0.030386384,SKF-38393
ALDH1A1,NULL,0.016856395,ZAPA
ATXN2,NULL,0.008176218,"9,10-PHENANTHRENEQUINONE"
CYP2C9,NULL,0.007149737,PSEUDOEPHEDRINE
GRM5,NULL,2.917092846,AZD6538
NFE2L2,NULL,0.031479419,ISOFENPHOS
KAT2A,NULL,0.103361558,ALLITRIDIN
NFE2L2,NULL,0.01049314,2'-HYDROXYCHALCONE
AXL,NULL,0.0191914,ENTRECTINIB
EHMT2,NULL,0.012253832,SPERMIDINE
KCNH2,NULL,0.074797252,CHEMBL:CHEMBL597857
POLK,NULL,0.028739831,QUERCETIN DIHYDRATE
CAMK1D,NULL,0.115148402,ENTRECTINIB
NFE2L2,NULL,0.002170994,DOPAMINE
FEN1,NULL,0.022622866,CHEMBL:CHEMBL522983
HIPK2,NULL,0.057574201,ENTRECTINIB
CYP1A2,NULL,0.013622434,BUDESONIDE
AHR,NULL,0.072927321,NITAZOXANIDE
HSD17B10,NULL,0.00908123,2-IODOACETAMIDE
VDR,NULL,0.011148126,PANTOPRAZOLE SODIUM
CYP2D6,NULL,0.014757637,CHEMBL:CHEMBL85194
CYP3A4,NULL,0.014683353,RS-100329
HDAC5,NULL,0.262801157,TRICHOSTATIN A
MAPT,NULL,0.019844169,OBTUSAQUINONE
APEX1,NULL,0.009423487,ELLAGIC ACID
AR,NULL,0.029235897,FENBUCONAZOLE
VDR,NULL,0.002858494,LOVASTATIN
POLI,NULL,0.049302978,PHENYLSTIBONIC ACID
POLB,NULL,0.020721259,CHEMBL:CHEMBL515252
BAZ2B,NULL,0.051177067,CHEMBL:CHEMBL578878
POLK,NULL,0.008746905,CHEMBL:CHEMBL1601846
SMN2,NULL,0.082043236,"2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE"
DRD1,NULL,0.091159151,SKF-82958
ATXN2,NULL,0.021258166,CHEMBL:CHEMBL587849
KMT2A,NULL,0.02646556,AURINTRICARBOXYLIC ACID
IRAK4,NULL,0.029465584,TAMATINIB
CYP3A4,NULL,0.001432522,CYCLOPHOSPHAMIDE ANHYDROUS
NFE2L2,NULL,0.01049314,CHEMBL:CHEMBL584635
TRPV1,NULL,0.640337454,ALLYL ISOTHIOCYANATE
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL602552
APOBEC3G,NULL,0.129329239,CHEMBL:CHEMBL578504
CBX1,NULL,0.007758226,SB202190
AR,NULL,0.001244081,ESTRADIOL VALERATE
NQO1,NULL,2.019525817,CHEMBL:CHEMBL1983317
POLH,NULL,0.014537008,PURPURIN
HPGD,NULL,0.02646556,CHEMBL:CHEMBL602807
IDH1,NULL,0.042793538,CHEMBL:CHEMBL606532
PLK1,NULL,0.097236428,CHEMBL:CHEMBL462861
VDR,NULL,0.004287741,"9,10-PHENANTHRENEQUINONE"
GLS,NULL,0.035216413,CHEMBL:CHEMBL234338
POLH,NULL,0.07631929,CCG-63802
LYN,NULL,0.022249013,ERLOTINIB
ATXN2,NULL,0.023620185,PIPLARTINE
PPARA,NULL,0.099446347,GW0742X
RECQL,NULL,0.027433475,METHYLERGONOVINE
HDAC2,NULL,0.227305936,CHEMBL:CHEMBL1650245
HDAC9,NULL,0.212152207,CHEMBL:CHEMBL1650245
CYP3A4,NULL,0.008390488,MAPROTILINE HYDROCHLORIDE
KDM4A,NULL,0.011906501,CHEMBL:CHEMBL1408276
EHMT2,NULL,0.006807685,SKF-38393
CYP3A4,NULL,0.029366707,OXICONAZOLE
MAPT,NULL,0.039688338,"3,4-DIMETHOXYDALBERGIONE"
KDM4E,NULL,0.01651704,DEOXYVASICINONE
CYP3A4,NULL,0.009788902,TANSHINONE IIA SULFONATE
MET,NULL,0.006173741,TAMATINIB
WRN,NULL,0.061773731,THUNBERGINOL B
AR,NULL,0.014617949,ANETHOLE TRITHIONE
CYP2C9,NULL,0.050048162,DICLOFENAC SODIUM
PSMB11,NULL,0.305277158,BORTEZOMIB
PSMA6,NULL,0.407036211,BORTEZOMIB
PSMB5,NULL,0.427388022,BORTEZOMIB
PSMB3,NULL,0.407036211,BORTEZOMIB
PSMB10,NULL,0.407036211,BORTEZOMIB
CYP24A1,NULL,0.972364282,CALCITRIOL
ETFB,inhibitor,0.043611023,GEDATOLISIB
HPGD,NULL,0.002680057,QUERCETIN
ALOX15B,NULL,0.03043923,PROTOPORPHYRIN
ATXN2,NULL,0.015184405,CHEMBL:CHEMBL1465049
TP53,NULL,0.023182195,CHEMBL:CHEMBL563919
LAT,NULL,35.00511416,TRIDOLGOSIR
ETFB,inhibitor,0.111009876,PAXALISIB
AR,NULL,0.00487265,LOPERAMIDE
SMN2,NULL,0.136738727,CHEMBL:CHEMBL42355
TDP1,NULL,0.044573575,METHYLENE BLUE ANHYDROUS
HSD17B10,NULL,0.127137218,HARMALOL HYDROCHLORIDE
POLH,NULL,0.305277158,PENICILLIOL A
CAMK2B,NULL,0.062509132,SNS-314
EHMT2,NULL,0.030634581,NOLATREXED
GMNN,NULL,0.021878196,CHEMBL:CHEMBL580819
VDR,NULL,0.037160418,CYSTAMINE
GALR3,NULL,0.525076712,CHEMBL:CHEMBL171699
DRD1,NULL,0.032173818,SEMAXANIB
YES1,NULL,0.252440727,GSK-1000163A
ALOX15,NULL,0.038382801,CHEMBL:CHEMBL260342
VDR,NULL,0.01013466,DIHYDROGAMBOGIC ACID
MPHOSPH8,NULL,0.148326755,GALLAMINE
MMP3,NULL,3.750547945,BERKELEYDIONE
VDR,NULL,0.015925894,ZAPA
RORC,NULL,0.051885051,E319
OPRK1,NULL,0.739544665,CHEMBL:CHEMBL255067
NFE2L2,NULL,0.01049314,CHLORDANE
SUMO1,NULL,0.690890411,CHEMBL:CHEMBL372629
MAP4K5,inhibitor,0.041021618,HESPERADIN
RECQL,NULL,0.02321294,ARACHIDONIC ACID
EHMT2,NULL,0.012253832,CHEMBL:CHEMBL538104
CBX1,NULL,0.005585922,RALOXIFENE HYDROCHLORIDE
CYP1A2,NULL,0.022136455,BERBERINE
ETFB,inhibitor,0.244221727,OMIPALISIB
ALDH1A1,NULL,0.009832897,FUMARPROTOCETRARIC ACID
CYP2D6,NULL,0.012649403,PROPANTHELINE
ALOX12,NULL,0.10586224,PHENOTHIAZINE
SENP8,NULL,0.238671233,CHEMBL:CHEMBL139935
HPGD,NULL,0.007561589,ELLAGIC ACID
TP53,NULL,0.00551957,MELPHALAN
DRD4,inhibitor,0.023759127,CRIZOTINIB
FLT1,NULL,0.010966514,ENTRECTINIB
MAPT,NULL,0.007003824,SEMAXANIB
VDR,NULL,0.013935157,IODOPHTHALEIN
S1PR1,NULL,0.194472856,CHEMBL:CHEMBL171699
DRD4,inhibitor,0.617737309,DALMELITINIB
SAP130,NULL,35.00511416,CHEMBL:CHEMBL1221944
ATG4B,NULL,0.192335792,LINOLENIC ACID
VDR,NULL,0.325153661,CALCITRIOL
CASP3,NULL,0.145854642,CHEMBL:CHEMBL412603
BLK,inhibitor,0.416727549,ISOPENTENYL PYROPHOSPHATE
BLM,NULL,0.010620484,IDARUBICIN
BAZ2B,NULL,0.013957382,CHEMBL:CHEMBL139935
EHMT2,NULL,0.030634581,BW284C51
TUBB1,NULL,0.102956218,ABT-751
GPR35,NULL,2.692701089,CID2745687
TUBA1B,NULL,0.075333818,ABT-751
TUBB,NULL,0.126068839,ABT-751
HSD17B10,NULL,0.003531589,SB202190
HSD17B10,NULL,0.012713722,3-METHOXYCATECHOL
NFKB1,NULL,0.069089041,CHEMBL:CHEMBL502774
ANOP1,modulator,1.280674908,CFMTI
NEK4,NULL,0.058931169,TAMATINIB
HSD17B10,NULL,0.012713722,CHEMBL:CHEMBL595227
THPO,NULL,0.136383562,SPERMIDINE
RORC,NULL,0.047561296,CHOLECALCIFEROL
KDM4E,NULL,0.012977675,CHEMBL:CHEMBL1465049
ANPEP,modulator,0.772171636,AZD8529
ERBB4,NULL,0.007804351,ILORASERTIB
MAPT,NULL,0.005669763,PICEATANNOL
IDH1,NULL,0.003378437,AZATHIOPRINE
GLP1R,NULL,0.079557078,CHEMBL:CHEMBL259805
DYRK1A,NULL,0.049723174,KENPAULLONE
NFE2L2,NULL,0.020986279,BIOALLETHRIN S-CYCLOPENTENYL ISOMER
MTOR,NULL,0.017608206,"1,10-PHENANTHROLINE"
SLC25A5,modulator,1.750255708,VU0155041
SMAD3,NULL,0.015286076,LOBARIC ACID
AGTR1,NULL,0.063568609,CHEMBL:CHEMBL528694
AGTR1,NULL,0.29665351,CHEMBL:CHEMBL421088
PLK1,NULL,0.012683012,THIRAM
GALR3,NULL,0.750109589,CHEMBL:CHEMBL530291
CYP2C19,NULL,0.015498132,SB 222200
GMNN,NULL,0.036463661,BERGAPTOL
PLK1,NULL,0.036463661,CHEMBL:CHEMBL602807
NFE2L2,NULL,0.020986279,NANDROLONE DECANOATE
FLT4,NULL,0.010594768,ERLOTINIB
HSD17B10,NULL,0.031784305,CHEMBL:CHEMBL538965
ADRA2A,NULL,0.305277158,MK-912
ALPI,NULL,0.525076712,DIHYDRODAPHNODORIN B
SLC25A5,modulator,0.875127854,MPEP
ALPL,NULL,0.076208521,EPICATECHIN
GMNN,NULL,0.036463661,EBASTINE
BAZ2B,NULL,0.03070624,CHEMBL:CHEMBL600747
CYP1A2,NULL,0.012649403,CHEMBL:CHEMBL1420370
CYP3A4,NULL,0.014683353,"4,4'-DIMETHOXYDALBERGIONE"
KAT2A,NULL,0.004543365,TRETINOIN
ESR1,NULL,0.122681475,ARSANILIC ACID
SLC25A5,modulator,1.750255708,COMPOUND 11 [PMID: 20638279]
SETD7,NULL,17.50255708,EOSIN
IDH1,NULL,0.018340088,CYCLOVALONE
TP53,NULL,0.002069839,METHOTREXATE
RECQL,NULL,0.033529803,CHEMBL:CHEMBL1493528
CDC42,NULL,8.751278539,CHEMBL:CHEMBL554475
POLB,NULL,0.580195262,EDGEWORIN
ABL1,NULL,0.006402594,ERLOTINIB
GMNN,NULL,0.054695491,CHEMBL:CHEMBL585444
SMAD3,NULL,0.11464557,CHEMBL:CHEMBL578515
POLK,NULL,0.006489639,AURINTRICARBOXYLIC ACID
CYP2C9,NULL,0.00347273,CLOPIDOGREL
ANTP2,agonist,0.25003653,GLUTAMIC ACID
MAPK13,NULL,0.555636733,KERACYANIN
MAPT,NULL,0.019844169,CHEMBL:CHEMBL85194
MAPK14,NULL,0.074443768,DORAMAPIMOD
HTT,NULL,0.028977744,CHEMBL:CHEMBL602969
STK36,NULL,1.458546423,SB202190
NR3C2,agonist,0.690890411,BENZODROCORTISONE
MTOR,NULL,0.052824619,CHEMBL:CHEMBL602127
ATAD5,NULL,0.035598421,CHEMBL:CHEMBL577660
ALPG,NULL,0.118795636,EPICATECHIN
AURKB,NULL,0.013749063,ENTRECTINIB
NTRK2,NULL,0.115148402,ENTRECTINIB
MAPK1,NULL,0.023080295,FISETIN
IDH1,NULL,0.018340088,CHEMBL:CHEMBL1420370
ANTP2,modulator,2.500365297,XAP044
ABCC2,NULL,0.729273212,CEFADROXIL ANHYDROUS
PAK5,inhibitor,1.312691781,HESPERADIN
FEN1,NULL,0.024885152,THUNBERGINOL B
POLK,NULL,0.018288983,PROTOPORPHYRIN DISODIUM
MAPT,NULL,0.001308407,DAUNORUBICIN LIPOSOMAL
MAPK1,NULL,0.033338204,R-1487
CYP2C19,NULL,0.024108205,LABETALOL
VDR,NULL,0.011148126,CHEMBL:CHEMBL1498652
SMAD3,NULL,0.057322785,CHEMBL:CHEMBL546344
JUN,NULL,0.190245186,TRIFLUPROMAZINE HYDROCHLORIDE
WRN,NULL,0.038608582,SENNOSIDE B
KCNH2,NULL,0.149594505,BENOXATHIAN HYDROCHLORIDE
GMNN,NULL,0.006077277,PYRITHIONE ZINC
CDC25B,NULL,5.000730594,CHEMBL:CHEMBL2059067
ACVR1,NULL,0.032472277,DASATINIB ANHYDROUS
CYP3A4,NULL,0.002258977,EMODIN
NFE2L2,NULL,0.006995426,OXYMETHOLONE
KCNH2,NULL,0.074797252,CHEMBL:CHEMBL583555
RELA,NULL,0.023039786,DEXAMETHASONE
GRM8,inhibitor,0.500073059,LY341495
CYP2C9,NULL,0.00517215,ESTRADIOL VALERATE
LCK,inhibitor,0.025739055,HESPERADIN
GAA,NULL,0.364636606,HYDROXYTYROSOL
L3MBTL1,NULL,0.106076104,CHEMBL:CHEMBL601952
CYP2D6,NULL,0.017709164,PSB1115
RORC,NULL,0.028536778,FLUTAMIDE
PRKACA,NULL,0.072927321,SB202190
HSD17B10,NULL,0.002542744,RALOXIFENE HYDROCHLORIDE
ESB3,inhibitor,2.019525817,7-HYDROXYSTAUROSPORINE
EHMT2,NULL,0.01531729,CHEMBL:CHEMBL77387
HPGD,NULL,0.05293112,DIHYDREXIDINE HYDROCHLORIDE
CYP3A4,NULL,0.058733413,EUPARIN
HSPB1,NULL,0.364636606,CYCLOFENIL
HBB,NULL,0.06466462,ELLAGIC ACID
GMNN,NULL,0.027347745,CHEMBL:CHEMBL578928
BLM,NULL,0.036413087,CHEMBL:CHEMBL515252
CYP2C19,NULL,0.010848692,PROPYLTHIOURACIL
KCNH2,NULL,0.049864835,CHEMBL:CHEMBL1256735
NPSR1,NULL,0.024041974,"9,10-PHENANTHRENEQUINONE"
RECQL,NULL,0.012070729,PROTOPORPHYRIN
CYP3A4,NULL,0.007341677,GW0742X
H4F3,inhibitor,1.009762908,"NITROFURANTOIN, MACROCRYSTALS"
NFE2L2,NULL,0.01573971,CHEMBL:CHEMBL598263
POLK,NULL,0.067059606,ACRISORCIN
BAZ2B,NULL,0.021933029,"N,N'-DIPHENYL-P-PHENYLENEDIAMINE"
CYP2C19,NULL,0.018081154,KARANJIN
POLK,NULL,0.022353202,OXYTETRACYCLINE HYDROCHLORIDE
CYP3A4,NULL,0.003915561,FLUPENTHIXOL
ABCC4,NULL,0.846897923,CEPHRADINE
CTNNA1,inhibitor,0.673175272,SCH772984
GSK3B,NULL,0.023780648,KENPAULLONE
VDR,NULL,0.027870314,LINTITRIPT
CYP1A2,NULL,0.012649403,PIFEXOLE
AR,NULL,0.058471794,PROCYMIDONE
ALOX15,NULL,0.034118045,RS-17053
EHMT2,NULL,0.002042305,TRIFLUOPERAZINE
RGS4,NULL,0.027093742,CALCIMYCIN
NPC1,NULL,0.035358701,CHEMBL:CHEMBL374632
MAP3K20,NULL,0.0191914,SORAFENIB
AR,NULL,0.058471794,ACLARUBICIN HYDROCHLORIDE
ALOX15,NULL,0.153531202,CHEMBL:CHEMBL601528
ESRRB,inhibitor,5.834185693,PF-03715455
CSNK1G2,NULL,0.089298761,SNS-314
TACR3,NULL,11.66837139,CHEMBL:CHEMBL479463
THRB,NULL,0.036413087,CHEMBL:CHEMBL1465049
PDPK1,NULL,0.265190259,DIMETHYLADENINE
MAP2K6,NULL,0.875127854,NEFLAMAPIMOD
KDM4A,NULL,0.059532507,CHEMBL:CHEMBL534423
EHMT2,NULL,0.020423054,CHEMBL:CHEMBL602763
NR3C2,agonist,0.049349315,PREDNISOLONE
PSEN2,NULL,2.386712329,CHEMBL:CHEMBL392068
CYP1A2,NULL,0.04427291,ACEPROMAZINE
BAZ2B,NULL,0.03070624,SERTACONAZOLE NITRATE
HTT,NULL,0.173866461,MIRIPIRIUM
POLI,NULL,0.022410444,CHEMBL:CHEMBL522983
NR3C2,agonist,0.016067219,DEXAMETHASONE
MTOR,NULL,0.184886166,TG100-115
MAPT,NULL,0.029766254,DAMNACANTHAL
EHMT2,NULL,0.002188184,PROCHLORPERAZINE
ALPG,NULL,0.073540156,CHEMBL:CHEMBL234338
CYP3A4,NULL,0.058733413,RHETSININE
CYP3A4,NULL,0.00158739,PD-98059
ATAD5,NULL,0.012713722,CHEMBL:CHEMBL528694
PTPN1,NULL,4.200613699,ALDISIN
CTNNB1,inhibitor,0.397785388,AZD6703
CTNNA1P1,inhibitor,0.583418569,PAMAPIMOD
CTNNA1P1,inhibitor,0.875127854,SP600125
CTNND1,inhibitor,0.795570776,PAMAPIMOD
CTNNA2,inhibitor,0.937636986,SP600125
SCN5A,NULL,0.03140411,CLOMIPRAMINE
POLI,NULL,0.030814361,4-AMINOPHENOL
SMN2,NULL,0.068369364,CHEMBL:CHEMBL1574420
TP53,NULL,0.00399693,DOPAMINE
EHMT2,NULL,0.061269161,PUTRESCINE DIHYDROCHLORIDE
CYP2C19,NULL,0.003874533,ELLAGIC ACID
CYP3A4,NULL,0.003454907,PSEUDOEPHEDRINE
AR,NULL,0.029235897,CYAZOFAMID
TP53,NULL,0.028977744,KINETIN RIBOSIDE
SRPK1,inhibitor,0.109390982,HESPERADIN
NR3C1,NULL,0.066803653,METHYLTESTOSTERONE
CTNNB1,inhibitor,0.025663573,SB220025
USP1,NULL,0.127445804,MECETRONIUM
HTT,NULL,0.115910974,CHEMBL:CHEMBL273103
HSD17B10,NULL,0.011557929,DIHYDROGAMBOGIC ACID
MAPT,NULL,0.009922085,FUMARPROTOCETRARIC ACID
DRD1,NULL,0.01439355,METHYSERGIDE
ERPL1,inhibitor,5.834185693,COMPOUND 12 [PMID: 27448772]
MAP2K2,NULL,0.015498132,DASATINIB ANHYDROUS
HDAC4,NULL,0.025087277,DAUNORUBICIN LIPOSOMAL
HDAC9,NULL,0.025644772,DAUNORUBICIN LIPOSOMAL
HDAC7,NULL,0.031189588,DAUNORUBICIN LIPOSOMAL
ADAMTSL4-AS1,NULL,0.040766825,CHEMBL:CHEMBL1601846
CYP3A4,NULL,0.003091232,PHENOBARBITAL
EYA4,inhibitor,1.750255708,CEP-1347
KDM4A,NULL,0.017009288,CHEMBL:CHEMBL235891
PRKD2,NULL,0.036770078,SNS-314
MAPK1,NULL,0.015791781,CALCIMYCIN
MPHOSPH8,NULL,0.003973038,METHOTREXATE
ATXN2,NULL,0.106290832,CHEMBL:CHEMBL600353
MAPK1,NULL,0.033338204,JNK INHIBITOR VIII
ARSA,NULL,0.729273212,CHEMBL:CHEMBL64239
MKNK2,NULL,0.02302968,SORAFENIB
CYP1A2,NULL,0.012649403,AG1478
CYP3A4,NULL,0.019577804,CHEMBL:CHEMBL484662
ERCC2,inhibitor,0.954684932,COMPOUND 11 [PMID: 26431428]
EGR1,NULL,52.50767124,GENIPIN
THRB,NULL,0.042481935,QUINPIROLE
NFE2L2,NULL,0.01573971,DINITRO CRESOL
MAPT,NULL,0.119065014,MAHANIMBINE
NFE2L2,NULL,0.062958838,THIAMINE
MAPT,NULL,0.019844169,SAPPANONE A DIMETHYL ETHER
ALDH1A1,NULL,0.029498692,TANGERETIN
FPR1,NULL,3.500511416,CHEMBL:CHEMBL1290365
BRD3,NULL,0.132595129,MIDAZOLAM HYDROCHLORIDE
HSD17B10,NULL,0.031784305,GRAVEOLINE
AR,NULL,0.058471794,ANDROSTENEDIOL
CYP1A2,NULL,0.014757637,AMINOPURVALANOL A
CYP3A4,NULL,0.058733413,DEOXYSAPPANONE B TRIMETHYL ETHER
NR3C1,NULL,0.008016438,RALOXIFENE HYDROCHLORIDE
OPRD1,NULL,0.583418569,SNC80
TP53,NULL,0.011591097,SERTRALINE HYDROCHLORIDE
ALDH1A1,NULL,0.008428198,PENTACHLOROPHENOL
JUN,NULL,0.114147111,SERTRALINE HYDROCHLORIDE
IDH1,NULL,0.021396769,CHEMBL:CHEMBL609438
CYP2C9,NULL,0.006397133,PHENOBARBITAL
EPHB1,inhibitor,0.021878196,HESPERADIN
PLK1,NULL,0.145854642,CHEMBL:CHEMBL548629
CREBBP,NULL,0.340958904,OXOGLAUCINE
NR1I3,NULL,3.750547945,TRIPHENYL PHOSPHATE
ABCC4,NULL,0.241970835,CEFACLOR ANHYDROUS
AR,NULL,0.058471794,DEXAMETHASONE DIPROPIONATE
IDH1,NULL,0.025676123,5-FLUOROURIDINE
EHMT2,NULL,0.030634581,CROCIN
ALPL,NULL,0.990710778,CHEMBL:CHEMBL505807
CYP2C19,NULL,0.006381584,DICLOFENAC SODIUM
FER,NULL,0.03233231,ILORASERTIB
CYP1A2,NULL,0.022136455,GRAVEOLINE
MET,NULL,0.100014612,CHEMBL:CHEMBL399530
MERTK,inhibitor,0.262538356,HESPERADIN
RXRA,NULL,0.700102283,CHLORHEXIDINE DIACETATE
NPC1,NULL,0.032412143,NITAZOXANIDE
ATXN2,NULL,0.004251633,RALOXIFENE HYDROCHLORIDE
NFE2L2,NULL,0.007869855,GW0742X
KAT2A,NULL,0.037586021,OLEIC ACID
THRB,NULL,0.127445804,3-METHYLCHOLANTHRENE
CYP3A4,NULL,0.019577804,ROBUSTIC ACID
POLK,NULL,0.022353202,CARUBICIN
BAZ2B,NULL,0.03070624,CHEMBL:CHEMBL591618
CBX1,NULL,0.046549354,CHEMBL:CHEMBL1270169
APEX1,NULL,0.043976274,HEMATOXYLIN
CYP2C9,NULL,0.011049594,MONTELUKAST SODIUM
GLP1R,NULL,0.106076104,CHEMBL:CHEMBL524376
HSD17B10,NULL,0.012713722,CHEMBL:CHEMBL201325
KCNH2,NULL,0.149594505,CHEMBL:CHEMBL546168
ABCC4,NULL,0.423448962,CEFOPERAZONE
HPGD,NULL,0.015123177,CHEMBL:CHEMBL1465049
BMP2K,inhibitor,0.262538356,HESPERADIN
GMNN,NULL,0.054695491,CHEMBL:CHEMBL533388
BLM,NULL,0.006452952,QUERCETIN
VDR,NULL,0.022296251,CHLORPYRIFOS
USP1,NULL,0.025489161,&ALPHA;-ERGOCRYPTINE
HPGD,NULL,0.01924768,CHEMBL:CHEMBL598663
ATAD5,NULL,0.035598421,CHEMBL:CHEMBL460508
MAPT,NULL,0.011906501,CHEMBL:CHEMBL1498652
CYP1A2,NULL,0.012649403,CHEMBL:CHEMBL1343568
MAPT,NULL,0.005669763,PURPURIN
EHMT2,NULL,0.005105763,QUINPIROLE
NOD1,NULL,52.50767124,TRACHEAL CYTOTOXIN
CYP2D6,NULL,0.008854582,HYDRALAZINE
KDM4E,NULL,0.001996565,DAUNORUBICIN LIPOSOMAL
APEX1,NULL,0.016491103,SENNOSIDE B
EHMT2,NULL,0.002784962,MESALAMINE
GAA,NULL,0.121545535,MIGALASTAT
F12,NULL,0.203518106,BORTEZOMIB
PIN1,NULL,0.216973848,CLODRONIC ACID
NR3C1,NULL,0.006793592,PROGESTERONE
JUN,NULL,1.141471114,CARBOXYMETHYL-TRIMETHYL-ARSONIUM
CYP2C9,NULL,0.016206071,AMSACRINE
AR,NULL,0.009745299,ALDOSTERONE
NFE2L2,NULL,0.062958838,FOSPIRATE
PAK4,NULL,0.023274677,RG-1530
TYRO3,NULL,0.069454592,SNS-314
CDK2,NULL,0.008418738,TAMATINIB
RAD54L,NULL,0.525076712,CHEMBL:CHEMBL597857
RAB9A,NULL,0.030386384,INDOPROFEN
SLK,NULL,0.03070624,ENTRECTINIB
EHMT2,NULL,0.007658645,RO31-8220
BLM,NULL,0.026830696,CHEMBL:CHEMBL68534
GMNN,NULL,0.012154554,PIPLARTINE
TOP2A,NULL,0.069638821,FISETIN
ATAD5,NULL,0.017799211,CHEMBL:CHEMBL1408276
CTDSP1,NULL,2.763561644,CHEMBL:CHEMBL1443422
FEN1,NULL,0.062212881,CCG-63802
NFE2L2,NULL,0.020986279,CHEMBL:CHEMBL591178
PRKD3,NULL,0.016206071,TAMATINIB
CYP1A2,NULL,0.004427291,FLUTAMIDE
AURKA,NULL,0.105947682,SNS-314
TAAR1,NULL,0.362121871,HYDROXYAMPHETAMINE HYDROBROMIDE
MPHOSPH8,NULL,0.040452751,SALIRASIB
HSD17B10,NULL,0.009779786,ZOLPIDEM TARTRATE
CBX1,NULL,0.012695278,KETOCONAZOLE
CDC42BPA,NULL,0.099446347,KENPAULLONE
AR,NULL,0.009745299,PIRETANIDE
NPC1,NULL,0.777891426,"CHOLESTAN-3BETA,5ALPHA,6BETA-TRIOL"
HPGD,NULL,0.10586224,LORECLEZOLE
HSD17B10,NULL,0.01816246,"N,N'-DIPHENYL-P-PHENYLENEDIAMINE"
SERPINC1,NULL,0.486182141,LUSUTROMBOPAG
PROC,NULL,1.750255708,LUSUTROMBOPAG
CYP2C9,NULL,0.121545535,MELOXICAM
ESR1,NULL,0.022305723,IXABEPILONE
PGR,NULL,0.078252863,IXABEPILONE
CYP2C9,NULL,0.081030357,LESINURAD
ESR1,NULL,0.023744802,LAPATINIB
PGR,NULL,0.05553429,LAPATINIB
PGR,NULL,0.039126432,OLAPARIB
G6PD,NULL,0.282733614,"NITROFURANTOIN, MACROCRYSTALS"
ERBB3,inhibitor,0.294160623,SAPITINIB
FGFR1,inhibitor,0.053445395,DOVITINIB
FLT3,inhibitor,0.185212244,AMUVATINIB
FGFR3,inhibitor,0.05348829,ENMD-2076
ERBB2,inhibitor,0.460593607,DACOMITINIB ANHYDROUS
JAK2,inhibitor,0.652269208,FEDRATINIB
MTOR,inhibitor,0.0504235,SAPANISERTIB
PDGFRB,inhibitor,0.328172945,XL820
PIK3CB,inhibitor,0.035719504,ALPELISIB
PIK3R3,inhibitor,0.08572681,ALPELISIB
PIK3C3,inhibitor,0.093763699,ALPELISIB
PIK3CG,inhibitor,0.025244073,GSK-2636771
PIK3R1,inhibitor,0.084146909,GSK-2636771
PIK3R4,inhibitor,0.108040476,APITOLISIB
PIK3R3,inhibitor,0.25003653,SONOLISIB
PIK3C2B,inhibitor,0.182318303,SF1126
PIK3R5,inhibitor,0.25003653,SONOLISIB
PIK3R3,inhibitor,0.08334551,SF1126
KDR,inhibitor,0.047712559,ENMD-2076
FLT4,inhibitor,0.060492709,ENMD-2076
MAP2K4,inhibitor,0.291709285,BINIMETINIB
AKT2,inhibitor,0.097236428,OMIPALISIB
AKT2,inhibitor,0.055563673,EVEROLIMUS
KRAS,inhibitor,0.010939098,SIMVASTATIN
MET,inhibitor,0.033338204,CRENOLANIB
ERBB3,inhibitor,0.343187394,POZIOTINIB
PIK3R5,inhibitor,0.136383562,COPANLISIB
PIK3CB,inhibitor,0.075768645,COPANLISIB
PIK3CD,inhibitor,0.189421613,COPANLISIB
PIK3R5,inhibitor,0.150021918,OMIPALISIB
FGFR3,inhibitor,0.09753747,MASITINIB
ABCA1,NULL,0.01160647,CYCLOSPORINE
ABCB1,NULL,0.012822386,CAMPTOTHECIN
